trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,,volume,net_profit_per_share,
143,2025-07-06T01:26:04.946836+00:00,same_outcome,0.0335,100,3.35,1.65,Houston vs Los Angeles (LAD),Kalshi,BUY,0.38,Houston vs Los Angeles (LAD),Polymarket,SELL,0.43,,,,25980.7,0.0335,0.259807
145,2025-07-06T01:26:04.984668+00:00,same_outcome,0.0335,100,3.35,1.65,Houston vs Los Angeles (HOU),Polymarket,BUY,0.57,Houston vs Los Angeles (HOU),Kalshi,SELL,0.62,,,,26080.7,0.0335,0.260807
146,2025-07-06T01:26:05.048268+00:00,same_outcome,0.0335,100,3.35,1.65,Houston vs Los Angeles (HOU),Polymarket,BUY,0.57,Houston vs Los Angeles (HOU),Kalshi,SELL,0.62,,,,26180.7,0.0335,0.261807
147,2025-07-06T01:26:05.048712+00:00,same_outcome,0.0335,100,3.35,1.65,Houston vs Los Angeles (LAD),Kalshi,BUY,0.38,Houston vs Los Angeles (LAD),Polymarket,SELL,0.43,,,,26280.7,0.0335,0.262807
34,2025-07-06T00:38:32.831248+00:00,same_outcome,0.0331,100,3.31,1.69,Detroit vs Cleveland (DET),Kalshi,BUY,0.6,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,26380.7,0.0331,0.263807
41,2025-07-06T00:38:33.030260+00:00,same_outcome,0.0331,62,2.05,1.05,Detroit vs Cleveland (DET),Kalshi,BUY,0.6,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,26442.7,0.0331,0.264427
43,2025-07-06T00:38:33.170798+00:00,same_outcome,0.0331,62,2.05,1.05,Detroit vs Cleveland (DET),Kalshi,BUY,0.6,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,26504.7,0.0331,0.265047
44,2025-07-06T00:38:33.632425+00:00,same_outcome,0.0331,62,2.05,1.05,Detroit vs Cleveland (DET),Kalshi,BUY,0.6,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,26566.7,0.0331,0.265667
45,2025-07-06T00:38:33.830321+00:00,same_outcome,0.0331,100,3.31,1.69,Detroit vs Cleveland (DET),Kalshi,BUY,0.6,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,26666.7,0.0331,0.266667
317,2025-07-06T02:03:13.430363+00:00,same_outcome,0.0331,386,12.79,2.65,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,27052.7,0.0331,0.270527
319,2025-07-06T02:03:13.609188+00:00,same_outcome,0.0331,299,9.91,2.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,27351.7,0.0331,0.273517
327,2025-07-06T02:03:15.733800+00:00,same_outcome,0.0331,100,3.31,0.69,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,27451.7,0.0331,0.274517
335,2025-07-06T02:03:18.210127+00:00,same_outcome,0.0331,250,8.28,1.72,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.11,,,,27701.7,0.0331,0.277017
113,2025-07-06T01:22:16.798378+00:00,same_outcome,0.033,10,0.33,0.17,Chicago vs Colorado (CWS),Polymarket,BUY,0.32,Chicago vs Colorado (CWS),Kalshi,SELL,0.37,,,,27711.7,0.033,0.277117
283,2025-07-06T01:52:09.205035+00:00,same_outcome,0.0329,41,1.35,0.29,Houston vs Los Angeles (LAD),Kalshi,BUY,0.11,Houston vs Los Angeles (LAD),Polymarket,SELL,0.15,,,,27752.7,0.0329,0.277527
136,2025-07-06T01:25:43.186326+00:00,same_outcome,0.032,5,0.16,0.09,Houston vs Los Angeles (LAD),Polymarket,BUY,0.51,Houston vs Los Angeles (LAD),Kalshi,SELL,0.56,,,,27757.7,0.032,0.277577
301,2025-07-06T02:03:08.992608+00:00,same_outcome,0.031,143.84,4.46,1.29,Houston vs Los Angeles (LAD),Polymarket,BUY,0.11,Houston vs Los Angeles (LAD),Kalshi,SELL,0.15,,,,27901.54,0.031,0.2790154
303,2025-07-06T02:03:09.092675+00:00,same_outcome,0.031,143.84,4.46,1.29,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.89,,,,28045.38,0.031,0.2804538
466,2025-07-06T02:46:05.120886+00:00,same_outcome,0.0306,2147.55,65.69,20.21,San Francisco vs Oakland (ATH),Kalshi,BUY,0.16,San Francisco vs Oakland (ATH),Polymarket,SELL,0.2,,,,30192.93,0.0306,0.3019293
467,2025-07-06T02:46:05.219384+00:00,same_outcome,0.0306,2038,62.34,19.18,San Francisco vs Oakland (SF),Polymarket,BUY,0.8,San Francisco vs Oakland (SF),Kalshi,SELL,0.84,,,,32230.93,0.0306,0.3223093
305,2025-07-06T02:03:09.452604+00:00,same_outcome,0.0301,995,29.97,9.83,Houston vs Los Angeles (LAD),Polymarket,BUY,0.13,Houston vs Los Angeles (LAD),Kalshi,SELL,0.17,,,,33225.93,0.0301,0.3322593
306,2025-07-06T02:03:09.612210+00:00,same_outcome,0.0301,1124,33.85,11.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,,34349.93,0.0301,0.3434993
115,2025-07-06T01:22:16.798850+00:00,same_outcome,0.03,1,0.03,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.63,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,,34350.93,0.03,0.3435093
418,2025-07-06T02:19:30.498802+00:00,same_outcome,0.03,10,0.3,0.1,Chicago vs Colorado (CWS),Kalshi,BUY,0.83,Chicago vs Colorado (CWS),Polymarket,SELL,0.87,,,,34360.93,0.03,0.3436093
420,2025-07-06T02:19:32.721578+00:00,same_outcome,0.03,10,0.3,0.1,Chicago vs Colorado (CWS),Kalshi,BUY,0.83,Chicago vs Colorado (CWS),Polymarket,SELL,0.87,,,,34370.93,0.03,0.3437093
243,2025-07-06T01:41:18.677823+00:00,same_outcome,0.0296,156,4.62,1.62,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,34526.93,0.0296,0.3452693
414,2025-07-06T02:19:26.801820+00:00,same_outcome,0.0295,20,0.59,0.21,Chicago vs Colorado (COL),Kalshi,BUY,0.18,Chicago vs Colorado (COL),Polymarket,SELL,0.22,,,,34546.93,0.0295,0.3454693
261,2025-07-06T01:43:29.791918+00:00,same_outcome,0.0292,520,15.19,5.61,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,,35066.93,0.0292,0.3506693
263,2025-07-06T01:43:29.812000+00:00,same_outcome,0.0292,520,15.19,5.61,Houston vs Los Angeles (LAD),Polymarket,BUY,0.15,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,35586.93,0.0292,0.3558693
239,2025-07-06T01:41:18.582259+00:00,same_outcome,0.029,10,0.29,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,35596.93,0.029,0.3559693
353,2025-07-06T02:03:20.729344+00:00,same_outcome,0.0287,62,1.78,0.7,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,35658.93,0.0287,0.3565893
355,2025-07-06T02:03:20.833113+00:00,same_outcome,0.0287,62,1.78,0.7,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,35720.93,0.0287,0.3572093
278,2025-07-06T01:44:36.576143+00:00,same_outcome,0.0284,55,1.56,0.64,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,,35775.93,0.0284,0.3577593
404,2025-07-06T02:18:00.465236+00:00,same_outcome,0.0284,1196,33.96,13.38,Chicago vs Colorado (COL),Polymarket,BUY,0.16,Chicago vs Colorado (COL),Kalshi,SELL,0.1996,,,,36971.93,0.0284,0.3697193
168,2025-07-06T01:33:03.563237+00:00,same_outcome,0.0283,109,3.09,1.27,Houston vs Los Angeles (HOU),Kalshi,BUY,0.79,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,37080.93,0.0283,0.3708093
480,2025-07-06T03:03:07.514864+00:00,same_outcome,0.0282,50,1.41,0.59,Chicago vs Colorado (CWS),Polymarket,BUY,0.75,Chicago vs Colorado (CWS),Kalshi,SELL,0.79,,,,37130.93,0.0282,0.3713093
409,2025-07-06T02:18:04.264027+00:00,same_outcome,0.0275,16,0.44,0.2,Chicago vs Colorado (CWS),Kalshi,BUY,0.78,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,37146.93,0.0275,0.3714693
389,2025-07-06T02:09:57.388424+00:00,same_outcome,0.0269,49.43,1.33,0.65,Chicago vs Colorado (CWS),Polymarket,BUY,0.71,Chicago vs Colorado (CWS),Kalshi,SELL,0.75,,,,37196.36,0.0269,0.3719636
390,2025-07-06T02:09:57.498768+00:00,same_outcome,0.0269,49.43,1.33,0.65,Chicago vs Colorado (CWS),Polymarket,BUY,0.71,Chicago vs Colorado (CWS),Kalshi,SELL,0.75,,,,37245.79,0.0269,0.3724579
475,2025-07-06T03:03:05.149500+00:00,same_outcome,0.0267,33,0.88,0.44,Chicago vs Colorado (COL),Polymarket,BUY,0.21,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,,37278.79,0.0267,0.3727879
153,2025-07-06T01:31:01.703909+00:00,same_outcome,0.0262,8,0.21,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.24,,,,37286.79,0.0262,0.3728679
62,2025-07-06T00:43:00.221348+00:00,same_outcome,0.0256,279,7.13,4.03,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.33,,,,37565.79,0.0256,0.3756579
63,2025-07-06T00:43:00.221903+00:00,same_outcome,0.0256,279,7.13,4.03,Detroit vs Cleveland (DET),Polymarket,BUY,0.67,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,37844.79,0.0256,0.3784479
427,2025-07-06T02:25:24.487073+00:00,same_outcome,0.0254,37,0.94,0.54,Chicago vs Colorado (CWS),Kalshi,BUY,0.71,Chicago vs Colorado (CWS),Polymarket,SELL,0.75,,,,37881.79,0.0254,0.3788179
460,2025-07-06T02:44:44.523735+00:00,same_outcome,0.0254,100,2.54,0.46,Chicago vs Colorado (COL),Kalshi,BUY,0.07,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,,37981.79,0.0254,0.3798179
461,2025-07-06T02:44:44.622077+00:00,same_outcome,0.0254,100,2.54,0.46,Chicago vs Colorado (CWS),Polymarket,BUY,0.9,Chicago vs Colorado (CWS),Kalshi,SELL,0.93,,,,38081.79,0.0254,0.3808179
28,2025-07-06T00:34:15.542102+00:00,same_outcome,0.025,10,0.25,0.15,Houston vs Los Angeles (HOU),Kalshi,BUY,0.69,Houston vs Los Angeles (HOU),Polymarket,SELL,0.73,,,,38091.79,0.025,0.3809179
457,2025-07-06T02:43:39.628765+00:00,same_outcome,0.0243,7,0.17,0.11,Pittsburgh vs Seattle (PIT),Kalshi,BUY,0.34,Pittsburgh vs Seattle (PIT),Polymarket,SELL,0.38,,,,38098.79,0.0243,0.3809879
458,2025-07-06T02:43:39.692104+00:00,same_outcome,0.0243,7,0.17,0.11,Pittsburgh vs Seattle (SEA),Polymarket,BUY,0.62,Pittsburgh vs Seattle (SEA),Kalshi,SELL,0.66,,,,38105.79,0.0243,0.3810579
56,2025-07-06T00:42:59.938278+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.33,,,,38110.79,0.024,0.3811079
59,2025-07-06T00:43:00.015436+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (DET),Polymarket,BUY,0.67,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,38115.79,0.024,0.3811579
64,2025-07-06T00:43:00.834952+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (DET),Polymarket,BUY,0.67,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,38120.79,0.024,0.3812079
65,2025-07-06T00:43:00.836103+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.33,,,,38125.79,0.024,0.3812579
310,2025-07-06T02:03:11.450234+00:00,same_outcome,0.0237,386,9.14,2.44,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38511.79,0.0237,0.3851179
312,2025-07-06T02:03:11.611079+00:00,same_outcome,0.0237,299,7.08,1.89,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38810.79,0.0237,0.3881079
323,2025-07-06T02:03:14.392152+00:00,same_outcome,0.0237,100,2.37,0.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38910.79,0.0237,0.3891079
324,2025-07-06T02:03:14.570967+00:00,same_outcome,0.0237,100,2.37,0.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,39010.79,0.0237,0.3901079
284,2025-07-06T01:52:10.023123+00:00,same_outcome,0.0236,140,3.31,0.89,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.13,,,,39150.79,0.0236,0.3915079
286,2025-07-06T01:52:10.122795+00:00,same_outcome,0.0236,140,3.31,0.89,Houston vs Los Angeles (HOU),Polymarket,BUY,0.87,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,,39290.79,0.0236,0.3929079
308,2025-07-06T02:03:11.314280+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,39352.79,0.0235,0.3935279
314,2025-07-06T02:03:12.550709+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,39414.79,0.0235,0.3941479
315,2025-07-06T02:03:12.551145+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,39476.79,0.0235,0.3947679
33,2025-07-06T00:38:32.811291+00:00,same_outcome,0.0233,100,2.33,1.67,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,39576.79,0.0233,0.3957679
35,2025-07-06T00:38:32.849902+00:00,same_outcome,0.0233,100,2.33,1.67,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,39676.79,0.0233,0.3967679
94,2025-07-06T01:16:40.071285+00:00,same_outcome,0.0231,1350.78,31.15,22.88,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,,41027.57,0.0231,0.4102757
96,2025-07-06T01:16:40.131995+00:00,same_outcome,0.0231,1350.78,31.15,22.88,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,42378.35,0.0231,0.4237835
100,2025-07-06T01:16:42.786488+00:00,same_outcome,0.0231,31.88,0.74,0.54,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,,42410.23,0.0231,0.4241023
102,2025-07-06T01:16:42.787365+00:00,same_outcome,0.0231,31.88,0.74,0.54,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,42442.11,0.0231,0.4244211
98,2025-07-06T01:16:40.706591+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,42876.89,0.023,0.4287689
99,2025-07-06T01:16:40.707534+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,,43311.67,0.023,0.4331167
116,2025-07-06T01:22:16.798850+00:00,same_outcome,0.023,10,0.23,0.17,Chicago vs Colorado (COL),Kalshi,BUY,0.64,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,,43321.67,0.023,0.4332167
51,2025-07-06T00:38:37.110500+00:00,same_outcome,0.0228,117,2.67,2.01,Detroit vs Cleveland (CLE),Kalshi,BUY,0.43,Detroit vs Cleveland (CLE),Polymarket,SELL,0.47,,,,43438.67,0.0228,0.4343867
109,2025-07-06T01:21:13.716892+00:00,same_outcome,0.0228,39,0.89,0.67,Chicago vs Colorado (CWS),Kalshi,BUY,0.42,Chicago vs Colorado (CWS),Polymarket,SELL,0.46,,,,43477.67,0.0228,0.4347767
40,2025-07-06T00:38:32.870628+00:00,same_outcome,0.0226,750,16.92,13.08,Detroit vs Cleveland (CLE),Polymarket,BUY,0.43,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,,44227.67,0.0226,0.4422767
128,2025-07-06T01:25:37.066058+00:00,same_outcome,0.0225,658,14.82,11.5,Houston vs Los Angeles (LAD),Polymarket,BUY,0.44,Houston vs Los Angeles (LAD),Kalshi,SELL,0.48,,,,44885.67,0.0225,0.4488567
131,2025-07-06T01:25:37.165235+00:00,same_outcome,0.0225,481,10.83,8.41,Houston vs Los Angeles (HOU),Kalshi,BUY,0.52,Houston vs Los Angeles (HOU),Polymarket,SELL,0.56,,,,45366.67,0.0225,0.4536667
137,2025-07-06T01:25:43.186326+00:00,same_outcome,0.022,5,0.11,0.09,Houston vs Los Angeles (LAD),Polymarket,BUY,0.52,Houston vs Los Angeles (LAD),Kalshi,SELL,0.56,,,,45371.67,0.022,0.4537167
187,2025-07-06T01:33:15.902486+00:00,same_outcome,0.022,5,0.11,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.37,Chicago vs Colorado (COL),Polymarket,SELL,0.41,,,,45376.67,0.022,0.4537667
255,2025-07-06T01:42:34.733999+00:00,same_outcome,0.022,10,0.22,0.18,Texas vs San Diego (TEX),Polymarket,BUY,0.46,Texas vs San Diego (TEX),Kalshi,SELL,0.5,,,,45386.67,0.022,0.4538667
304,2025-07-06T02:03:09.092675+00:00,same_outcome,0.0211,2013,42.42,17.97,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.88,,,,47399.67,0.0211,0.4739967
361,2025-07-06T02:03:33.869852+00:00,same_outcome,0.0211,140,2.95,1.25,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.18,,,,47539.67,0.0211,0.4753967
419,2025-07-06T02:19:32.660249+00:00,same_outcome,0.0206,600.43,12.36,5.65,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,,48140.1,0.0206,0.481401
421,2025-07-06T02:19:35.503597+00:00,same_outcome,0.0206,580.43,11.94,5.47,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,,48720.53,0.0206,0.4872053
233,2025-07-06T01:41:17.735765+00:00,same_outcome,0.0201,897.48,18.05,8.87,Houston vs Los Angeles (LAD),Polymarket,BUY,0.14,Houston vs Los Angeles (LAD),Kalshi,SELL,0.17,,,,49618.01,0.0201,0.4961801
234,2025-07-06T01:41:17.736306+00:00,same_outcome,0.0201,175.48,3.52,1.74,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,49793.49,0.0201,0.4979349
244,2025-07-06T01:41:19.156603+00:00,same_outcome,0.0201,100,2.01,0.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,49893.49,0.0201,0.4989349
245,2025-07-06T01:41:19.295845+00:00,same_outcome,0.0201,100,2.01,0.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,49993.49,0.0201,0.4999349
302,2025-07-06T02:03:08.992608+00:00,same_outcome,0.0201,2013,40.5,17.87,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.149,,,,52006.49,0.0201,0.5200649
468,2025-07-06T02:46:05.260528+00:00,same_outcome,0.0201,109.55,2.2,1.09,San Francisco vs Oakland (SF),Polymarket,BUY,0.8,San Francisco vs Oakland (SF),Kalshi,SELL,0.83,,,,52116.04,0.0201,0.5211604
247,2025-07-06T01:41:19.657950+00:00,same_outcome,0.02,9,0.18,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,52125.04,0.02,0.5212504
295,2025-07-06T02:01:03.676789+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.08,Houston vs Los Angeles (LAD),Kalshi,SELL,0.11,,,,52126.04,0.02,0.5212604
299,2025-07-06T02:02:26.592926+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,52127.04,0.02,0.5212704
313,2025-07-06T02:03:11.969815+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,52128.04,0.02,0.5212804
363,2025-07-06T02:03:36.668827+00:00,same_outcome,0.02,4,0.08,0.04,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.18,,,,52132.04,0.02,0.5213204
416,2025-07-06T02:19:30.497844+00:00,same_outcome,0.02,11,0.22,0.11,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,,52143.04,0.02,0.5214304
447,2025-07-06T02:38:04.504505+00:00,same_outcome,0.02,1,0.02,0.01,Chicago vs Colorado (COL),Kalshi,BUY,0.12,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,,52144.04,0.02,0.5214404
462,2025-07-06T02:45:50.461531+00:00,same_outcome,0.02,1,0.02,0.02,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.3,,,,52145.04,0.02,0.5214504
494,2025-07-06T03:08:14.409255+00:00,same_outcome,0.02,43.02,0.86,0.43,Chicago vs Colorado (CWS),Polymarket,BUY,0.8,Chicago vs Colorado (CWS),Kalshi,SELL,0.83,,,,52188.06,0.02,0.5218806
495,2025-07-06T03:08:14.409792+00:00,same_outcome,0.02,43.02,0.86,0.43,Chicago vs Colorado (COL),Kalshi,BUY,0.17,Chicago vs Colorado (COL),Polymarket,SELL,0.2,,,,52231.08,0.02,0.5223108
496,2025-07-06T03:08:17.399934+00:00,same_outcome,0.02,23.02,0.46,0.23,Chicago vs Colorado (CWS),Polymarket,BUY,0.8,Chicago vs Colorado (CWS),Kalshi,SELL,0.83,,,,52254.1,0.02,0.522541
497,2025-07-06T03:08:17.400776+00:00,same_outcome,0.02,23.02,0.46,0.23,Chicago vs Colorado (COL),Kalshi,BUY,0.17,Chicago vs Colorado (COL),Polymarket,SELL,0.2,,,,52277.12,0.02,0.5227712
266,2025-07-06T01:43:31.389798+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,,52797.12,0.0197,0.5279712
267,2025-07-06T01:43:31.391046+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (LAD),Polymarket,BUY,0.15,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,,53317.12,0.0197,0.5331712
357,2025-07-06T02:03:21.472815+00:00,same_outcome,0.0192,62,1.19,0.67,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,53379.12,0.0192,0.5337912
373,2025-07-06T02:08:23.777875+00:00,same_outcome,0.0192,89.55,1.72,0.07,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,,53468.67,0.0192,0.5346867
374,2025-07-06T02:08:23.856199+00:00,same_outcome,0.0192,89.55,1.72,0.07,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,,53558.22,0.0192,0.5355822
375,2025-07-06T02:08:25.614951+00:00,same_outcome,0.0192,88.51,1.7,0.07,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,,53646.73,0.0192,0.5364673
376,2025-07-06T02:08:25.615685+00:00,same_outcome,0.0192,88.51,1.7,0.07,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,,53735.24,0.0192,0.5373524
356,2025-07-06T02:03:20.890852+00:00,same_outcome,0.019,10,0.19,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,53745.24,0.019,0.5374524
182,2025-07-06T01:33:15.161581+00:00,same_outcome,0.0188,600,11.27,6.73,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,54345.24,0.0188,0.5434524
213,2025-07-06T01:36:36.556222+00:00,same_outcome,0.0188,892.51,16.78,10,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,55237.75,0.0188,0.5523775
214,2025-07-06T01:36:39.703859+00:00,same_outcome,0.0188,167.51,3.15,1.88,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,55405.26,0.0188,0.5540526
176,2025-07-06T01:33:13.182887+00:00,same_outcome,0.0187,100,1.87,1.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,55505.26,0.0187,0.5550526
268,2025-07-06T01:44:31.068074+00:00,same_outcome,0.0187,95,1.78,1.07,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,55600.26,0.0187,0.5560026
406,2025-07-06T02:18:04.205865+00:00,same_outcome,0.0184,500,9.19,5.81,Chicago vs Colorado (CWS),Kalshi,BUY,0.79,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,56100.26,0.0184,0.5610026
