trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,volume,net_profit_per_share,total net,avg_profit per share
324,2025-07-06T02:02:21.052510+00:00,same_outcome,0.0043,500,2.13,2.87,Houston vs Los Angeles (LAD),Polymarket,BUY,0.08,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,100324.21,0.0043,2982.91,0.029732704
411,2025-07-06T02:06:39.762253+00:00,same_outcome,0.0043,30,0.13,0.47,Texas vs San Diego (SD),Kalshi,BUY,0.67,Texas vs San Diego (SD),Polymarket,SELL,0.69,,,100354.21,0.0043,2983.04,0.029725111
413,2025-07-06T02:06:40.045737+00:00,same_outcome,0.0043,30,0.13,0.47,Texas vs San Diego (SD),Kalshi,BUY,0.67,Texas vs San Diego (SD),Polymarket,SELL,0.69,,,100384.21,0.0043,2983.17,0.029717522
520,2025-07-06T02:38:05.186375+00:00,same_outcome,0.0043,1988,8.48,11.4,Chicago vs Colorado (CWS),Polymarket,BUY,0.9,Chicago vs Colorado (CWS),Kalshi,SELL,0.91,,,102372.21,0.0043,2991.65,0.029223263
521,2025-07-06T02:38:05.205200+00:00,same_outcome,0.0043,1999,8.52,11.47,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,104371.21,0.0043,3000.17,0.028745187
529,2025-07-06T02:38:09.285437+00:00,same_outcome,0.0043,141,0.6,0.81,Chicago vs Colorado (CWS),Polymarket,BUY,0.9,Chicago vs Colorado (CWS),Kalshi,SELL,0.91,,,104512.21,0.0043,3000.77,0.028712148
107,2025-07-06T01:22:16.800069+00:00,same_outcome,0.0042,19,0.08,0.3,Chicago vs Colorado (COL),Kalshi,BUY,0.66,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,104531.21,0.0042,3000.85,0.028707694
319,2025-07-06T02:00:54.571661+00:00,same_outcome,0.0042,72,0.3,0.42,Houston vs Los Angeles (LAD),Polymarket,BUY,0.08,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,104603.21,0.0042,3001.15,0.028690802
320,2025-07-06T02:00:54.572044+00:00,same_outcome,0.0042,62,0.26,0.36,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.92,,,104665.21,0.0042,3001.41,0.028676291
321,2025-07-06T02:00:55.257420+00:00,same_outcome,0.0042,100,0.42,0.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.92,,,104765.21,0.0042,3001.83,0.028652928
322,2025-07-06T02:00:55.438499+00:00,same_outcome,0.0042,71,0.3,0.41,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.92,,,104836.21,0.0042,3002.13,0.028636384
522,2025-07-06T02:38:05.244948+00:00,same_outcome,0.0042,12,0.05,0.07,Chicago vs Colorado (CWS),Polymarket,BUY,0.9,Chicago vs Colorado (CWS),Kalshi,SELL,0.91,,,104848.21,0.0042,3002.18,0.028633584
527,2025-07-06T02:38:08.902221+00:00,same_outcome,0.0042,131,0.55,0.76,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,104979.21,0.0042,3002.73,0.028603092
484,2025-07-06T02:30:06.648572+00:00,same_outcome,0.0041,34,0.14,0.2,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,105013.21,0.0041,3002.87,0.028595164
485,2025-07-06T02:30:15.727533+00:00,same_outcome,0.0041,34,0.14,0.2,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,105047.21,0.0041,3003.01,0.028587242
492,2025-07-06T02:30:24.907798+00:00,same_outcome,0.0041,34,0.14,0.2,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,105081.21,0.0041,3003.15,0.028579325
45,2025-07-06T00:41:45.080855+00:00,same_outcome,0.004,30,0.12,0.48,Detroit vs Cleveland (CLE),Kalshi,BUY,0.35,Detroit vs Cleveland (CLE),Polymarket,SELL,0.37,,,105111.21,0.004,3003.27,0.028572309
47,2025-07-06T00:41:45.159085+00:00,same_outcome,0.004,30,0.12,0.48,Detroit vs Cleveland (DET),Polymarket,BUY,0.63,Detroit vs Cleveland (DET),Kalshi,SELL,0.65,,,105141.21,0.004,3003.39,0.028565298
414,2025-07-06T02:06:51.207386+00:00,same_outcome,0.004,30,0.12,0.48,Texas vs San Diego (SD),Kalshi,BUY,0.66,Texas vs San Diego (SD),Polymarket,SELL,0.68,,,105171.21,0.004,3003.51,0.028558291
438,2025-07-06T02:10:58.886650+00:00,same_outcome,0.004,10,0.04,0.16,San Francisco vs Oakland (SF),Kalshi,BUY,0.68,San Francisco vs Oakland (SF),Polymarket,SELL,0.7,,,105181.21,0.004,3003.55,0.028555956
524,2025-07-06T02:38:05.782248+00:00,same_outcome,0.004,10,0.04,0.06,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,105191.21,0.004,3003.59,0.028553622
530,2025-07-06T02:38:15.442351+00:00,same_outcome,0.004,10,0.04,0.06,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.1,,,105201.21,0.004,3003.63,0.028551288
8,2025-07-06T00:29:26.488062+00:00,same_outcome,0.0039,349,1.35,5.63,Detroit vs Cleveland (CLE),Polymarket,BUY,0.34,Detroit vs Cleveland (CLE),Kalshi,SELL,0.36,,,105550.21,0.0039,3004.98,0.028469673
293,2025-07-06T01:52:10.024797+00:00,same_outcome,0.0037,1245,4.6,7.85,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.11,,,106795.21,0.0037,3009.58,0.028180852
296,2025-07-06T01:52:10.123600+00:00,same_outcome,0.0037,1375,5.08,8.67,Houston vs Los Angeles (HOU),Polymarket,BUY,0.89,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,108170.21,0.0037,3014.66,0.027869596
297,2025-07-06T01:52:10.125041+00:00,same_outcome,0.0037,1666,6.16,10.5,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.11,,,109836.21,0.0037,3020.82,0.027502952
298,2025-07-06T01:52:10.204887+00:00,same_outcome,0.0037,1666,6.16,10.5,Houston vs Los Angeles (HOU),Polymarket,BUY,0.89,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,111502.21,0.0037,3026.98,0.027147265
310,2025-07-06T01:55:03.138335+00:00,same_outcome,0.0037,42.61,0.16,0.27,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.91,,,111544.82,0.0037,3027.14,0.027138329
311,2025-07-06T01:55:06.668326+00:00,same_outcome,0.0037,42.61,0.16,0.27,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.91,,,111587.43,0.0037,3027.3,0.0271294
555,2025-07-06T02:59:39.559174+00:00,same_outcome,0.0037,471.66,1.74,2.98,Chicago vs Colorado (CWS),Kalshi,BUY,0.9,Chicago vs Colorado (CWS),Polymarket,SELL,0.91,,,112059.09,0.0037,3029.04,0.027030739
556,2025-07-06T02:59:39.581693+00:00,same_outcome,0.0037,471.66,1.74,2.98,Chicago vs Colorado (COL),Polymarket,BUY,0.09,Chicago vs Colorado (COL),Kalshi,SELL,0.1,,,112530.75,0.0037,3030.78,0.026932905
557,2025-07-06T02:59:41.396205+00:00,same_outcome,0.0037,600,2.22,3.78,Chicago vs Colorado (CWS),Kalshi,BUY,0.9,Chicago vs Colorado (CWS),Polymarket,SELL,0.91,,,113130.75,0.0037,3033,0.026809687
316,2025-07-06T01:58:04.295079+00:00,same_outcome,0.0036,50,0.18,0.32,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.91,,,113180.75,0.0036,3033.18,0.026799434
441,2025-07-06T02:15:48.612862+00:00,same_outcome,0.0036,14,0.05,0.23,San Francisco vs Oakland (SF),Polymarket,BUY,0.61,San Francisco vs Oakland (SF),Kalshi,SELL,0.63,,,113194.75,0.0036,3033.23,0.026796561
494,2025-07-06T02:34:08.157267+00:00,same_outcome,0.0036,72,0.26,0.46,Chicago vs Colorado (COL),Kalshi,BUY,0.1,Chicago vs Colorado (COL),Polymarket,SELL,0.11,,,113266.75,0.0036,3033.49,0.026781823
1,2025-07-06T00:20:29.129382+00:00,same_outcome,0.0035,3.64,0.01,0.06,Houston vs Los Angeles (HOU),Polymarket,BUY,0.67,Houston vs Los Angeles (HOU),Kalshi,SELL,0.69,,,113270.39,0.0035,3033.5,0.02678105
312,2025-07-06T01:55:13.789293+00:00,same_outcome,0.0035,12.25,0.04,0.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.91,,,113282.64,0.0035,3033.54,0.026778507
3,2025-07-06T00:20:31.626488+00:00,same_outcome,0.0033,9,0.03,0.15,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.63,,,113291.64,0.0033,3033.57,0.026776645
440,2025-07-06T02:15:43.509300+00:00,same_outcome,0.0033,12,0.04,0.2,San Francisco vs Oakland (SF),Polymarket,BUY,0.61,San Francisco vs Oakland (SF),Kalshi,SELL,0.63,,,113303.64,0.0033,3033.61,0.026774162
493,2025-07-06T02:33:56.175508+00:00,same_outcome,0.0033,9,0.03,0.06,Chicago vs Colorado (COL),Kalshi,BUY,0.1,Chicago vs Colorado (COL),Polymarket,SELL,0.11,,,113312.64,0.0033,3033.64,0.0267723
495,2025-07-06T02:34:08.355399+00:00,same_outcome,0.0033,24,0.08,0.16,Chicago vs Colorado (COL),Kalshi,BUY,0.1,Chicago vs Colorado (COL),Polymarket,SELL,0.11,,,113336.64,0.0033,3033.72,0.026767337
6,2025-07-06T00:25:19.792094+00:00,same_outcome,0.0032,22,0.07,0.37,Detroit vs Cleveland (CLE),Polymarket,BUY,0.37,Detroit vs Cleveland (CLE),Kalshi,SELL,0.39,,,113358.64,0.0032,3033.79,0.026762759
114,2025-07-06T01:24:40.811028+00:00,same_outcome,0.0031,140,0.44,0.96,Detroit vs Cleveland (DET),Polymarket,BUY,0.88,Detroit vs Cleveland (DET),Kalshi,SELL,0.89,,,113498.64,0.0031,3034.23,0.026733624
115,2025-07-06T01:24:40.848435+00:00,same_outcome,0.0031,140,0.44,0.96,Detroit vs Cleveland (CLE),Kalshi,BUY,0.11,Detroit vs Cleveland (CLE),Polymarket,SELL,0.12,,,113638.64,0.0031,3034.67,0.026704561
299,2025-07-06T01:52:13.845025+00:00,same_outcome,0.0031,200,0.62,1.38,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1,Houston vs Los Angeles (LAD),Kalshi,SELL,0.11,,,113838.64,0.0031,3035.29,0.026663091
300,2025-07-06T01:52:13.864299+00:00,same_outcome,0.0031,200,0.62,1.38,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,114038.64,0.0031,3035.91,0.026621766
305,2025-07-06T01:52:50.123373+00:00,same_outcome,0.0031,1626.55,5.12,11.15,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,115665.19,0.0031,3041.03,0.026291661
308,2025-07-06T01:53:54.018791+00:00,same_outcome,0.0031,58.25,0.18,0.4,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,115723.44,0.0031,3041.21,0.026279983
309,2025-07-06T01:53:57.650348+00:00,same_outcome,0.0031,58.25,0.18,0.4,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,115781.69,0.0031,3041.39,0.026268316
408,2025-07-06T02:06:26.783552+00:00,same_outcome,0.0031,72.65,0.23,0.5,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,115854.34,0.0031,3041.62,0.026253829
409,2025-07-06T02:06:27.005402+00:00,same_outcome,0.0031,222.65,0.7,1.53,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,116076.99,0.0031,3042.32,0.026209501
410,2025-07-06T02:06:27.194072+00:00,same_outcome,0.0031,736.7,2.32,5.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.89,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,116813.69,0.0031,3044.64,0.026064068
496,2025-07-06T02:35:37.902615+00:00,same_outcome,0.0031,32,0.1,0.22,Chicago vs Colorado (CWS),Polymarket,BUY,0.88,Chicago vs Colorado (CWS),Kalshi,SELL,0.89,,,116845.69,0.0031,3044.74,0.026057786
507,2025-07-06T02:37:43.566194+00:00,same_outcome,0.0031,16,0.05,0.11,Chicago vs Colorado (COL),Polymarket,BUY,0.1,Chicago vs Colorado (COL),Kalshi,SELL,0.11,,,116861.69,0.0031,3044.79,0.026054646
100,2025-07-06T01:22:16.713706+00:00,same_outcome,0.003,21.19,0.06,0.36,Houston vs Los Angeles (LAD),Polymarket,BUY,0.38,Houston vs Los Angeles (LAD),Kalshi,SELL,0.4,,,116882.88,0.003,3044.85,0.026050436
101,2025-07-06T01:22:16.714070+00:00,same_outcome,0.003,21.19,0.06,0.36,Houston vs Los Angeles (HOU),Kalshi,BUY,0.6,Houston vs Los Angeles (HOU),Polymarket,SELL,0.62,,,116904.07,0.003,3044.91,0.026046227
505,2025-07-06T02:37:32.144473+00:00,same_outcome,0.003,10,0.03,0.07,Chicago vs Colorado (CWS),Kalshi,BUY,0.89,Chicago vs Colorado (CWS),Polymarket,SELL,0.9,,,116914.07,0.003,3044.94,0.026044256
525,2025-07-06T02:38:06.484013+00:00,same_outcome,0.003,10,0.03,0.07,Chicago vs Colorado (CWS),Polymarket,BUY,0.89,Chicago vs Colorado (CWS),Kalshi,SELL,0.9,,,116924.07,0.003,3044.97,0.026042285
447,2025-07-06T02:16:45.329079+00:00,same_outcome,0.0029,1781,5.25,30.37,Texas vs San Diego (SD),Kalshi,BUY,0.42,Texas vs San Diego (SD),Polymarket,SELL,0.44,,,118705.07,0.0029,3050.22,0.025695785
448,2025-07-06T02:16:45.389428+00:00,same_outcome,0.0029,1781,5.25,30.37,Texas vs San Diego (TEX),Polymarket,BUY,0.56,Texas vs San Diego (TEX),Kalshi,SELL,0.58,,,120486.07,0.0029,3055.47,0.025359529
65,2025-07-06T01:05:30.207482+00:00,same_outcome,0.0028,226.65,0.64,3.89,Houston vs Los Angeles (LAD),Kalshi,BUY,0.43,Houston vs Los Angeles (LAD),Polymarket,SELL,0.45,,,120712.72,0.0028,3056.11,0.025317216
67,2025-07-06T01:05:30.270766+00:00,same_outcome,0.0028,835.65,2.37,14.34,Houston vs Los Angeles (HOU),Polymarket,BUY,0.55,Houston vs Los Angeles (HOU),Kalshi,SELL,0.57,,,121548.37,0.0028,3058.48,0.025162657
68,2025-07-06T01:05:30.346844+00:00,same_outcome,0.0028,3000,8.52,51.48,Houston vs Los Angeles (LAD),Kalshi,BUY,0.43,Houston vs Los Angeles (LAD),Polymarket,SELL,0.45,,,124548.37,0.0028,3067,0.024624971
69,2025-07-06T01:05:30.347579+00:00,same_outcome,0.0028,3000,8.52,51.48,Houston vs Los Angeles (HOU),Polymarket,BUY,0.55,Houston vs Los Angeles (HOU),Kalshi,SELL,0.57,,,127548.37,0.0028,3075.52,0.024112578
111,2025-07-06T01:23:54.712383+00:00,same_outcome,0.0028,60,0.17,1.03,Chicago vs Colorado (COL),Kalshi,BUY,0.58,Chicago vs Colorado (COL),Polymarket,SELL,0.6,,,127608.37,0.0028,3075.69,0.024102573
112,2025-07-06T01:23:56.778038+00:00,same_outcome,0.0028,60,0.17,1.03,Chicago vs Colorado (COL),Kalshi,BUY,0.58,Chicago vs Colorado (COL),Polymarket,SELL,0.6,,,127668.37,0.0028,3075.86,0.024092577
550,2025-07-06T02:50:33.306099+00:00,same_outcome,0.0028,500,1.42,8.58,Pittsburgh vs Seattle (PIT),Polymarket,BUY,0.41,Pittsburgh vs Seattle (PIT),Kalshi,SELL,0.43,,,128168.37,0.0028,3077.28,0.024009668
70,2025-07-06T01:05:30.646087+00:00,same_outcome,0.0027,128.35,0.35,2.22,Houston vs Los Angeles (LAD),Kalshi,BUY,0.44,Houston vs Los Angeles (LAD),Polymarket,SELL,0.46,,,128296.72,0.0027,3077.63,0.023988376
71,2025-07-06T01:05:30.667019+00:00,same_outcome,0.0027,28.35,0.08,0.49,Houston vs Los Angeles (HOU),Polymarket,BUY,0.54,Houston vs Los Angeles (HOU),Kalshi,SELL,0.56,,,128325.07,0.0027,3077.71,0.0239837
113,2025-07-06T01:23:56.865667+00:00,same_outcome,0.0027,30,0.08,0.52,Chicago vs Colorado (COL),Kalshi,BUY,0.58,Chicago vs Colorado (COL),Polymarket,SELL,0.6,,,128355.07,0.0027,3077.79,0.023978718
306,2025-07-06T01:53:42.659469+00:00,same_outcome,0.0027,500,1.37,8.63,Texas vs San Diego (TEX),Kalshi,BUY,0.56,Texas vs San Diego (TEX),Polymarket,SELL,0.58,,,128855.07,0.0027,3079.16,0.023896305
307,2025-07-06T01:53:42.740995+00:00,same_outcome,0.0027,500,1.37,8.63,Texas vs San Diego (SD),Polymarket,BUY,0.42,Texas vs San Diego (SD),Kalshi,SELL,0.44,,,129355.07,0.0027,3080.53,0.023814528
314,2025-07-06T01:57:08.564708+00:00,same_outcome,0.0027,5.77,0.02,0.1,Texas vs San Diego (SD),Polymarket,BUY,0.41,Texas vs San Diego (SD),Kalshi,SELL,0.43,,,129360.84,0.0027,3080.55,0.023813621
315,2025-07-06T01:57:08.565601+00:00,same_outcome,0.0027,5.77,0.02,0.1,Texas vs San Diego (TEX),Kalshi,BUY,0.57,Texas vs San Diego (TEX),Polymarket,SELL,0.59,,,129366.61,0.0027,3080.57,0.023812713
134,2025-07-06T01:26:01.802772+00:00,same_outcome,0.0026,823.82,2.11,14.37,Houston vs Los Angeles (HOU),Polymarket,BUY,0.51,Houston vs Los Angeles (HOU),Kalshi,SELL,0.53,,,130190.43,0.0026,3082.68,0.023678238
60,2025-07-06T00:54:41.760968+00:00,same_outcome,0.0025,84,0.21,1.47,Houston vs Los Angeles (LAD),Kalshi,BUY,0.48,Houston vs Los Angeles (LAD),Polymarket,SELL,0.5,,,130274.43,0.0025,3082.89,0.023664583
61,2025-07-06T00:54:41.880624+00:00,same_outcome,0.0025,149,0.37,2.61,Houston vs Los Angeles (LAD),Kalshi,BUY,0.48,Houston vs Los Angeles (LAD),Polymarket,SELL,0.5,,,130423.43,0.0025,3083.26,0.023640384
119,2025-07-06T01:25:36.146794+00:00,same_outcome,0.0025,12,0.03,0.21,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.43,,,130435.43,0.0025,3083.29,0.023638439
172,2025-07-06T01:31:56.785251+00:00,same_outcome,0.0025,99,0.25,1.73,Chicago vs Colorado (CWS),Kalshi,BUY,0.47,Chicago vs Colorado (CWS),Polymarket,SELL,0.49,,,130534.43,0.0025,3083.54,0.023622427
173,2025-07-06T01:31:57.606924+00:00,same_outcome,0.0025,150,0.38,2.62,Chicago vs Colorado (CWS),Kalshi,BUY,0.47,Chicago vs Colorado (CWS),Polymarket,SELL,0.49,,,130684.43,0.0025,3083.92,0.023598221
304,2025-07-06T01:52:20.827885+00:00,same_outcome,0.0025,8,0.02,0.06,Houston vs Los Angeles (LAD),Polymarket,BUY,0.11,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,130692.43,0.0025,3083.94,0.023596929
313,2025-07-06T01:56:46.853745+00:00,same_outcome,0.0025,4,0.01,0.03,Houston vs Los Angeles (LAD),Polymarket,BUY,0.11,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,130696.43,0.0025,3083.95,0.023596283
407,2025-07-06T02:05:55.133273+00:00,same_outcome,0.0025,68,0.17,0.51,Houston vs Los Angeles (HOU),Kalshi,BUY,0.88,Houston vs Los Angeles (HOU),Polymarket,SELL,0.89,,,130764.43,0.0025,3084.12,0.023585313
415,2025-07-06T02:07:04.899337+00:00,same_outcome,0.0025,8,0.02,0.06,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.91,,,130772.43,0.0025,3084.14,0.023584023
59,2025-07-06T00:54:03.001179+00:00,same_outcome,0.0023,22,0.05,0.39,Houston vs Los Angeles (HOU),Polymarket,BUY,0.49,Houston vs Los Angeles (HOU),Kalshi,SELL,0.51,,,130794.43,0.0023,3084.19,0.023580438
95,2025-07-06T01:20:10.678294+00:00,same_outcome,0.0023,13,0.03,0.23,Chicago vs Colorado (CWS),Kalshi,BUY,0.55,Chicago vs Colorado (CWS),Polymarket,SELL,0.57,,,130807.43,0.0023,3084.22,0.023578324
317,2025-07-06T01:58:57.581867+00:00,same_outcome,0.0023,15.56,0.04,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.11,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,130822.99,0.0023,3084.26,0.023575826
252,2025-07-06T01:43:09.630229+00:00,same_outcome,0.0021,1656,3.44,13.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.87,Houston vs Los Angeles (HOU),Polymarket,SELL,0.88,,,132478.99,0.0021,3087.7,0.023307092
253,2025-07-06T01:43:09.651210+00:00,same_outcome,0.0021,1666,3.47,13.19,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.13,,,134144.99,0.0021,3091.17,0.023043499
497,2025-07-06T02:35:38.114184+00:00,same_outcome,0.0021,16.46,0.03,0.13,Chicago vs Colorado (CWS),Polymarket,BUY,0.87,Chicago vs Colorado (CWS),Kalshi,SELL,0.88,,,134161.45,0.0021,3091.2,0.023040896
82,2025-07-06T01:15:44.575907+00:00,same_outcome,0.002,10,0.02,0.18,Chicago vs Colorado (CWS),Polymarket,BUY,0.51,Chicago vs Colorado (CWS),Kalshi,SELL,0.53,,,134171.45,0.002,3091.22,0.023039328
84,2025-07-06T01:16:40.071692+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,134176.45,0.002,3091.23,0.023038544
86,2025-07-06T01:16:40.133865+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (CWS),Polymarket,BUY,0.57,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,134181.45,0.002,3091.24,0.02303776
91,2025-07-06T01:16:42.787365+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,134186.45,0.002,3091.25,0.023036976
92,2025-07-06T01:16:42.832523+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (CWS),Polymarket,BUY,0.57,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,134191.45,0.002,3091.26,0.023036192
93,2025-07-06T01:16:42.911523+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (CWS),Polymarket,BUY,0.57,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,134196.45,0.002,3091.27,0.023035408
94,2025-07-06T01:16:42.912201+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,134201.45,0.002,3091.28,0.023034624
116,2025-07-06T01:24:40.848931+00:00,same_outcome,0.002,5,0.01,0.04,Detroit vs Cleveland (CLE),Kalshi,BUY,0.1,Detroit vs Cleveland (CLE),Polymarket,SELL,0.11,,,134206.45,0.002,3091.29,0.023033841
170,2025-07-06T01:31:26.010329+00:00,same_outcome,0.002,10,0.02,0.18,Chicago vs Colorado (CWS),Kalshi,BUY,0.45,Chicago vs Colorado (CWS),Polymarket,SELL,0.47,,,134216.45,0.002,3091.31,0.023032274
247,2025-07-06T01:42:21.532748+00:00,same_outcome,0.002,5,0.01,0.09,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.54,,,134221.45,0.002,3091.32,0.02303149
249,2025-07-06T01:42:26.374855+00:00,same_outcome,0.002,15,0.03,0.27,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.54,,,134236.45,0.002,3091.35,0.02302914
254,2025-07-06T01:43:09.712783+00:00,same_outcome,0.002,51,0.1,0.41,Houston vs Los Angeles (HOU),Kalshi,BUY,0.87,Houston vs Los Angeles (HOU),Polymarket,SELL,0.88,,,134287.45,0.002,3091.45,0.023021139
255,2025-07-06T01:43:09.732329+00:00,same_outcome,0.002,41,0.08,0.33,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.13,,,134328.45,0.002,3091.53,0.023014708
500,2025-07-06T02:36:02.412187+00:00,same_outcome,0.0018,20.85,0.04,0.17,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.14,,,134349.3,0.0018,3091.57,0.023011434
511,2025-07-06T02:38:02.504939+00:00,same_outcome,0.0016,558.47,0.87,4.71,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.86,,,134907.77,0.0016,3092.44,0.022922623
516,2025-07-06T02:38:04.504761+00:00,same_outcome,0.0016,408.47,0.63,3.45,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.86,,,135316.24,0.0016,3093.07,0.022858084
518,2025-07-06T02:38:04.588117+00:00,same_outcome,0.0016,408.47,0.63,3.45,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.86,,,135724.71,0.0016,3093.7,0.022793933
73,2025-07-06T01:10:52.953015+00:00,same_outcome,0.0015,53,0.08,0.45,Detroit vs Cleveland (CLE),Kalshi,BUY,0.14,Detroit vs Cleveland (CLE),Polymarket,SELL,0.15,,,135777.71,0.0015,3093.78,0.022785625
78,2025-07-06T01:14:23.856767+00:00,same_outcome,0.0015,171.36,0.26,1.45,Detroit vs Cleveland (CLE),Polymarket,BUY,0.13,Detroit vs Cleveland (CLE),Kalshi,SELL,0.14,,,135949.07,0.0015,3094.04,0.022758817
264,2025-07-06T01:43:30.052262+00:00,same_outcome,0.0015,62,0.09,0.53,Houston vs Los Angeles (LAD),Polymarket,BUY,0.13,Houston vs Los Angeles (LAD),Kalshi,SELL,0.14,,,136011.07,0.0015,3094.13,0.022749104
265,2025-07-06T01:43:30.052798+00:00,same_outcome,0.0015,62,0.09,0.53,Houston vs Los Angeles (HOU),Kalshi,BUY,0.86,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,136073.07,0.0015,3094.22,0.0227394
